datetime,batch,epoch,train_loss,val_loss,val_accuracy
2023-11-02 00:26:13.702471,26,1,0.23482131958007812,0.4385042772264423,77.58926505745353
2023-11-02 00:34:21.533758,26,2,0.277627557516098,0.39016750669909384,80.33469576617567
2023-11-02 00:42:29.743417,26,3,0.3319411873817444,0.36461888202176784,82.46317575383667
2023-11-02 00:50:42.600277,26,4,0.335933119058609,0.34535748226370266,83.40402560345493
2023-11-02 00:58:51.564911,26,5,0.15889272093772888,0.33056628205748145,83.94385748438343
2023-11-02 01:07:01.037279,26,6,0.2141173928976059,0.31447747797576453,85.00809747821393
2023-11-02 01:15:09.169668,26,7,0.31498539447784424,0.3015002883272712,86.16488008020359
2023-11-02 01:23:18.557282,26,8,0.4439947009086609,0.2892100368309132,86.75869514922496
2023-11-02 01:31:28.595104,26,9,0.28621622920036316,0.2779121011232431,87.52217166653814
2023-11-02 01:39:37.172495,26,10,0.12704896926879883,0.2712287392153709,87.25996761008714
2023-11-02 01:47:50.565326,26,11,0.4339415431022644,0.2542103853114957,88.74836122464718
2023-11-02 01:56:00.170395,26,12,0.1204947829246521,0.2604686202610169,88.3550551399707
2023-11-02 02:04:08.987489,26,13,0.06722375750541687,0.24266343018626105,89.31132875761548
2023-11-02 02:12:17.344085,26,14,0.09672390669584274,0.23167065197400347,89.65836353821238
2023-11-02 02:20:26.434344,26,15,0.178699791431427,0.22595787521979896,89.85887252255726
2023-11-02 02:28:36.055503,26,16,0.06991853564977646,0.2295100318549298,89.96683889874296
2023-11-02 02:36:45.093626,26,17,0.0672387182712555,0.20213782752270087,91.193028456852
2023-11-02 02:44:55.556472,26,18,0.14233742654323578,0.18829317261392106,92.07218323436416
2023-11-02 02:53:07.576594,26,19,0.12113216519355774,0.19327833822098764,91.85625048199275
2023-11-02 03:01:15.719026,26,20,0.20964856445789337,0.17327984510561664,92.8433716356906
2023-11-02 03:09:25.369940,26,21,0.11955717206001282,0.1655555781214274,93.36777974859258
2023-11-02 03:17:34.237084,26,22,0.11802990734577179,0.16348303254681615,93.33693221253952
2023-11-02 03:25:42.414899,26,23,0.10621462762355804,0.1552244170286827,93.79193336932212
2023-11-02 03:33:51.436062,26,24,0.08469125628471375,0.15283124160778827,93.79193336932212
2023-11-02 03:41:59.081506,26,25,0.008036724291741848,0.13720460540703325,94.56312177064856
2023-11-02 03:50:12.992543,26,26,0.034222181886434555,0.13520558025653054,94.56312177064856
2023-11-02 03:58:22.054106,26,27,0.23192033171653748,0.12986527662747585,94.8176139430863
2023-11-02 04:06:29.759276,26,28,0.16196869313716888,0.1221027328981668,95.21863191177604
2023-11-02 04:14:36.678370,26,29,0.09235455840826035,0.11441703349183792,95.62736176447906
2023-11-02 04:22:46.280870,26,30,0.04091674089431763,0.10763097096336978,95.858718284877
2023-11-02 04:30:55.298469,26,31,0.020245075225830078,0.1038025126532714,95.88956582093006
2023-11-02 04:39:03.481840,26,32,0.17004498839378357,0.09826297562473203,96.30600755764634
2023-11-02 04:47:16.876202,26,33,0.2388010025024414,0.09747984039986003,96.25202436955348
2023-11-02 04:55:26.783193,26,34,0.07053140550851822,0.09034426669787574,96.5527878460708
2023-11-02 05:03:35.816494,26,35,0.03323031961917877,0.08484847860788518,96.8766869746279
2023-11-02 05:11:43.569635,26,36,0.0019108407432213426,0.08221442685356384,96.97694146680034
2023-11-02 05:19:51.629644,26,37,0.08029494434595108,0.0796446009278183,97.0077890028534
2023-11-02 05:28:00.950815,26,38,0.06256213784217834,0.07274188224967626,97.41651885555642
2023-11-02 05:36:10.097275,26,39,0.17794078588485718,0.0706056131899178,97.38567131950336
2023-11-02 05:44:18.484068,26,40,0.0007687903707846999,0.07952434890685327,96.86126320660138
2023-11-02 05:52:33.800101,26,41,0.01838214322924614,0.07122227269210563,97.2237217552248
2023-11-02 06:00:42.577923,26,42,0.005384583957493305,0.06601235868401635,97.57846841983496
2023-11-02 06:08:50.993049,26,43,0.03589406982064247,0.05980236817987737,97.87923189635228
2023-11-02 06:16:59.343137,26,44,0.05971827730536461,0.05910787882853246,97.87152001233902
2023-11-02 06:25:07.439348,26,45,0.007849672809243202,0.05926423087428425,97.9409269684584
2023-11-02 06:33:15.134982,26,46,0.05096058174967766,0.05179872469255029,98.18770725688286
2023-11-02 06:41:23.867292,26,47,0.014385036192834377,0.04913322508488813,98.29567363306856
2023-11-02 06:49:37.892876,26,48,0.006560012698173523,0.04704927174969486,98.2879617490553
2023-11-02 06:57:47.096953,26,49,0.007956553250551224,0.04773387364545482,98.18770725688286
2023-11-02 07:05:55.443366,26,50,0.0038733319379389286,0.04874008031813177,98.30338551708182
2023-11-02 07:14:03.557957,26,51,0.010434753261506557,0.044544061080604457,98.4807588493869
2023-11-02 07:23:13.036984,26,52,0.0343489907681942,0.056267895798746775,98.0488933446441
2023-11-02 07:31:25.832936,26,53,0.03276839107275009,0.04042326435279859,98.5887252255726
2023-11-02 07:39:57.037148,26,54,0.015929844230413437,0.039930581890779235,98.5038945014267
2023-11-02 07:48:21.557120,26,55,0.00846599880605936,0.04122156387808731,98.47304696537364
2023-11-02 07:56:43.168026,26,56,0.06513882428407669,0.04285965577545282,98.5270301534665
2023-11-02 08:04:55.855238,26,57,0.12148590385913849,0.03653448794956765,98.82008174597054
2023-11-02 08:13:09.394075,26,58,0.025247780606150627,0.03501726899028249,98.78152232590422
2023-11-02 08:21:11.045671,26,59,0.0029865866526961327,0.034111626422525514,98.8509292820236
2023-11-02 08:29:09.036736,26,60,0.0007688906043767929,0.03136701344888872,98.88177681807666
2023-11-02 08:37:05.599662,26,61,0.015193859115242958,0.039310953996419866,98.73525102182464
2023-11-02 08:45:02.399302,26,62,0.016248514875769615,0.030935416327891485,98.95118377419604
2023-11-02 08:52:59.828099,26,63,0.8448378443717957,0.029464672898851685,99.00516696228888
2023-11-02 09:01:05.688374,26,64,0.004261593800038099,0.03000063113300504,98.9820313102491
